Nº NF-e/RPS,Série,Status,Data Emissão,Natureza da Operação,Dados do Destinatário,CPF/CNPJ,Valor Total,Chave DANFE
7804,1,Emitida,12/01/2023,Venda dentro do estado,Ao Consumidor,,"65,1",28230110177060000138650010000078041886013404
7805,1,Emitida,12/01/2023,Venda dentro do estado,Ao Consumidor,,"101,67",28230110177060000138650010000078051577736085
7806,1,Emitida,12/01/2023,Venda dentro do estado,Ao Consumidor,,"44,1",28230110177060000138650010000078061051143883
7807,1,Emitida,12/01/2023,Venda dentro do estado,Ao Consumidor,,"91,2",28230110177060000138650010000078071476439217
7808,1,Emitida,12/01/2023,Venda dentro do estado,Ao Consumidor,,"66,1",28230110177060000138650010000078081915486270
7809,1,Emitida,12/01/2023,Venda dentro do estado,Ao Consumidor,,31,28230110177060000138650010000078091615073270
7810,1,Emitida,12/01/2023,Venda dentro do estado,Ao Consumidor,,"132,45",28230110177060000138650010000078101988635622
7811,1,Emitida,12/01/2023,Venda dentro do estado,Ao Consumidor,,"81,5",28230110177060000138650010000078111539956968
7812,1,Emitida,12/01/2023,Venda dentro do estado,Ao Consumidor,,"53,5",28230110177060000138650010000078121075797201
7813,1,Emitida,12/01/2023,Venda dentro do estado,Ao Consumidor,,"47,3",28230110177060000138650010000078131391790308
7814,1,Emitida,12/01/2023,Venda dentro do estado,Ao Consumidor,,"87,3",28230110177060000138650010000078141975646301
7815,1,Contingência,13/01/2023,Venda dentro do estado,Ao Consumidor,,"67,73",28230110177060000138650010000078151550286263
7816,1,Emitida,13/01/2023,Venda dentro do estado,Ao Consumidor,,"34,2",28230110177060000138650010000078161078041190
7817,1,Emitida,13/01/2023,Venda dentro do estado,Ao Consumidor,,"67,73",28230110177060000138650010000078171386383332
7818,1,Emitida,13/01/2023,Venda dentro do estado,Ao Consumidor,,"133,8",28230110177060000138650010000078181950922436
7819,1,Emitida,13/01/2023,Venda dentro do estado,Ao Consumidor,,"21,35",28230110177060000138650010000078191517941915
7820,1,Emitida,13/01/2023,Venda dentro do estado,Ao Consumidor,,"54,74",28230110177060000138650010000078201836154989
7821,1,Emitida,13/01/2023,Venda dentro do estado,Ao Consumidor,,"49,14",28230110177060000138650010000078211629286950
7822,1,Emitida,13/01/2023,Venda dentro do estado,Ao Consumidor,,"24,51",28230110177060000138650010000078221219470812
7823,1,Emitida,14/01/2023,Venda dentro do estado,Ao Consumidor,,"343,7",28230110177060000138650010000078231309317026
7824,1,Emitida,14/01/2023,Venda dentro do estado,Ao Consumidor,,"78,82",28230110177060000138650010000078241815994812
7825,1,Emitida,14/01/2023,Venda dentro do estado,Ao Consumidor,,"76,09",28230110177060000138650010000078251648235000
7826,1,Emitida,16/01/2023,Venda dentro do estado,Ao Consumidor,,"111,5",28230110177060000138650010000078261246504187
7827,1,Emitida,16/01/2023,Venda dentro do estado,Ao Consumidor,,"129,45",28230110177060000138650010000078271281574487
15,2,Emitida,17/01/2023,Devolução para fornecedor para dentro do Estado,Ao Consumidor,01206820002221,"88,85",28230110177060000138550020000000151281898832
7828,1,Emitida,17/01/2023,Venda dentro do estado,Ao Consumidor,,"70,2",28230110177060000138650010000078281845048558
7829,1,Emitida,17/01/2023,Venda dentro do estado,Ao Consumidor,,"74,41",28230110177060000138650010000078291685031137
7830,1,Emitida,18/01/2023,Venda dentro do estado,Ao Consumidor,,"141,19",28230110177060000138650010000078301808947119
7831,1,Emitida,19/01/2023,Venda dentro do estado,Ao Consumidor,,"184,29",28230110177060000138650010000078311719165627
7832,1,Emitida,19/01/2023,Venda dentro do estado,Ao Consumidor,,"132,47",28230110177060000138650010000078321130144602
7833,1,Emitida,20/01/2023,Venda dentro do estado,Ao Consumidor,,"109,92",28230110177060000138650010000078331336947805
7834,1,Emitida,20/01/2023,Venda dentro do estado,Ao Consumidor,,"94,22",28230110177060000138650010000078341781196958
7835,1,Contingência,21/01/2023,Venda dentro do estado,Ao Consumidor,,"89,74",28230110177060000138650010000078351746191365
7836,1,Emitida,21/01/2023,Venda dentro do estado,Ao Consumidor,,"83,66",28230110177060000138650010000078361149100278
7837,1,Emitida,21/01/2023,Venda dentro do estado,Ao Consumidor,,131,28230110177060000138650010000078371316795243
7838,1,Emitida,21/01/2023,Venda dentro do estado,Ao Consumidor,,"62,02",28230110177060000138650010000078381755200454
7839,1,Emitida,23/01/2023,Venda dentro do estado,Ao Consumidor,,"252,49",28230110177060000138650010000078391712208612
7840,1,Nota Fiscal com Erros,23/01/2023,Venda dentro do estado,Ao Consumidor,,"37,9",28230110177060000138650010000078401499732071
7840,1,Nota Fiscal com Erros,23/01/2023,Venda dentro do estado,Ao Consumidor,,"169,22",28230110177060000138650010000078401499732071
7840,1,Emitida,23/01/2023,Venda dentro do estado,Ao Consumidor,,"92,34",28230110177060000138650010000078401499732071
7841,1,Emitida,23/01/2023,Venda dentro do estado,Ao Consumidor,,"80,01",28230110177060000138650010000078411964017526
7842,1,Emitida,24/01/2023,Venda dentro do estado,Ao Consumidor,,"128,66",28230110177060000138650010000078421429591368
7843,1,Emitida,24/01/2023,Venda dentro do estado,Ao Consumidor,,"136,05",28230110177060000138650010000078431097991619
7844,1,Emitida,25/01/2023,Venda dentro do estado,Ao Consumidor,,"117,15",28230110177060000138650010000078441528571971
7845,1,Emitida,25/01/2023,Venda dentro do estado,Ao Consumidor,,"118,86",28230110177060000138650010000078451938325366
7846,1,Emitida,26/01/2023,Venda dentro do estado,Ao Consumidor,,"56,98",28230110177060000138650010000078461411496800
7847,1,Emitida,26/01/2023,Venda dentro do estado,Ao Consumidor,,"90,55",28230110177060000138650010000078471118761420
7848,1,Emitida,26/01/2023,Venda dentro do estado,Ao Consumidor,,"83,44",28230110177060000138650010000078481557198492
7849,1,Emitida,26/01/2023,Venda dentro do estado,Ao Consumidor,,"99,4",28230110177060000138650010000078491974572342
7850,1,Emitida,27/01/2023,Venda dentro do estado,Ao Consumidor,,"48,51",28230110177060000138650010000078501597198700
7851,1,Emitida,27/01/2023,Venda dentro do estado,Ao Consumidor,,"135,24",28230110177060000138650010000078511928733744
7852,1,Emitida,27/01/2023,Venda dentro do estado,Ao Consumidor,,"65,41",28230110177060000138650010000078521464322633
7853,1,Emitida,27/01/2023,Venda dentro do estado,Ao Consumidor,,"132,35",28230110177060000138650010000078531000102020
7854,1,Emitida,27/01/2023,Venda dentro do estado,Ao Consumidor,,"164,57",28230110177060000138650010000078541617960902
7855,1,Emitida,28/01/2023,Venda dentro do estado,Ao Consumidor,,"59,92",28230110177060000138650010000078551910631566
7856,1,Emitida,28/01/2023,Venda dentro do estado,Ao Consumidor,,27,28230110177060000138650010000078561438638091
7857,1,Emitida,28/01/2023,Venda dentro do estado,Ao Consumidor,,"85,68",28230110177060000138650010000078571028949523
7858,1,Emitida,28/01/2023,Venda dentro do estado,Ao Consumidor,,"32,9",28230110177060000138650010000078581592390678
7859,1,Emitida,30/01/2023,Venda dentro do estado,Ao Consumidor,,154,28230110177060000138650010000078591877197016
7860,1,Emitida,30/01/2023,Venda dentro do estado,Ao Consumidor,,"685,1",28230110177060000138650010000078601695027604
7861,1,Emitida,30/01/2023,Venda dentro do estado,Ao Consumidor,,590,28230110177060000138650010000078611769202320
7862,1,Emitida,30/01/2023,Venda dentro do estado,Ao Consumidor,,"70,21",28230110177060000138650010000078621359637545
7863,1,Emitida,30/01/2023,Venda dentro do estado,Ao Consumidor,,"95,78",28230110177060000138650010000078631168441007
7864,1,Emitida,30/01/2023,Venda dentro do estado,Ao Consumidor,,"56,32",28230110177060000138650010000078641707414911
7865,1,Emitida,30/01/2023,Venda dentro do estado,Ao Consumidor,,"146,75",28230110177060000138650010000078651758027157
7866,1,Emitida,31/01/2023,Venda dentro do estado,Ao Consumidor,,"131,81",28230110177060000138650010000078661356044739
7867,1,Emitida,31/01/2023,Venda dentro do estado,Ao Consumidor,,"44,03",28230110177060000138650010000078671172742988
7868,1,Emitida,31/01/2023,Venda dentro do estado,Ao Consumidor,,"53,2",28230110177060000138650010000078681737314051
7869,1,Emitida,31/01/2023,Venda dentro do estado,Ao Consumidor,,"10,43",28230110177060000138650010000078691795912532
7870,1,Emitida,31/01/2023,Venda dentro do estado,Ao Consumidor,,"68,4",28230110177060000138650010000078701668063464
7871,1,Emitida,31/01/2023,Venda dentro do estado,Ao Consumidor,,"55,65",28230110177060000138650010000078711859324731
7872,1,Emitida,01/02/2023,Venda dentro do estado,Ao Consumidor,,"108,5",28230210177060000138650010000078721270067596
7873,1,Emitida,01/02/2023,Venda dentro do estado,Ao Consumidor,,"108,58",28230210177060000138650010000078731195828049
7874,1,Emitida,01/02/2023,Venda dentro do estado,Ao Consumidor,,"152,62",28230210177060000138650010000078741672373084
7875,1,Emitida,02/02/2023,Venda dentro do estado,Ao Consumidor,,"127,05",28230210177060000138650010000078751855739530
7876,1,Emitida,02/02/2023,Venda dentro do estado,Ao Consumidor,,"116,69",28230210177060000138650010000078761258884805
7877,1,Emitida,03/02/2023,Venda dentro do estado,Ao Consumidor,,"130,85",28230210177060000138650010000078771208207726
7878,1,Emitida,03/02/2023,Venda dentro do estado,Ao Consumidor,,6,28230210177060000138650010000078781647221976
7879,1,Emitida,03/02/2023,Venda dentro do estado,Ao Consumidor,,"146,02",28230210177060000138650010000078791822846043
7880,1,Emitida,03/02/2023,Venda dentro do estado,Ao Consumidor,,"119,92",28230210177060000138650010000078801174137050
7881,1,Emitida,04/02/2023,Venda dentro do estado,Ao Consumidor,,"92,85",28230210177060000138650010000078811357593116
7882,1,Emitida,04/02/2023,Venda dentro do estado,Ao Consumidor,,"96,74",28230210177060000138650010000078821759607925
7883,1,Emitida,06/02/2023,Venda dentro do estado,Ao Consumidor,,"73,88",28230210177060000138650010000078831708776603
7884,1,Emitida,06/02/2023,Venda dentro do estado,Ao Consumidor,,"137,48",28230210177060000138650010000078841170886685
7885,1,Emitida,06/02/2023,Venda dentro do estado,Ao Consumidor,,"90,86",28230210177060000138650010000078851362054650
7886,1,Emitida,06/02/2023,Venda dentro do estado,Ao Consumidor,,"63,87",28230210177060000138650010000078861771590874
7887,1,Emitida,06/02/2023,Venda dentro do estado,Ao Consumidor,,"85,36",28230210177060000138650010000078871697501882
7888,1,Emitida,06/02/2023,Venda dentro do estado,Ao Consumidor,,"102,3",28230210177060000138650010000078881134517780
7889,1,Emitida,07/02/2023,Venda dentro do estado,Ao Consumidor,,"117,53",28230210177060000138650010000078891333550075
7890,1,Emitida,07/02/2023,Venda dentro do estado,Ao Consumidor,,"60,2",28230210177060000138650010000078901209634174
7891,1,Emitida,08/02/2023,Venda dentro do estado,Ao Consumidor,,"92,82",28230210177060000138650010000078911260400794
7892,1,Emitida,08/02/2023,Venda dentro do estado,Ao Consumidor,,"61,77",28230210177060000138650010000078921857223150
7893,1,Emitida,08/02/2023,Venda dentro do estado,Ao Consumidor,,97,28230210177060000138650010000078931673831936
7894,1,Emitida,08/02/2023,Venda dentro do estado,Ao Consumidor,,"53,8",28230210177060000138650010000078941198367085
7895,1,Emitida,09/02/2023,Venda dentro do estado,Ao Consumidor,,"212,83",28230210177060000138650010000078951272391352
7896,1,Emitida,09/02/2023,Venda dentro do estado,Ao Consumidor,,"144,69",28230210177060000138650010000078961861677088
7897,1,Emitida,10/02/2023,Venda dentro do estado,Ao Consumidor,,"103,56",28230210177060000138650010000078971670573943
7898,1,Emitida,10/02/2023,Venda dentro do estado,Ao Consumidor,,"80,57",28230210177060000138650010000078981231679710
7899,1,Emitida,10/02/2023,Venda dentro do estado,Ao Consumidor,,"70,21",28230210177060000138650010000078991298083522
7900,1,Emitida,10/02/2023,Venda dentro do estado,Ao Consumidor,,"89,59",28230210177060000138650010000079001896326634
7901,1,Emitida,11/02/2023,Venda dentro do estado,Ao Consumidor,,"74,62",28230210177060000138650010000079011572530241
7902,1,Emitida,13/02/2023,Venda dentro do estado,Ao Consumidor,,"16,5",28230210177060000138650010000079021045663692
7903,1,Emitida,13/02/2023,Venda dentro do estado,Ao Consumidor,,"81,2",28230210177060000138650010000079031486539060
7904,1,Emitida,13/02/2023,Venda dentro do estado,Ao Consumidor,,"57,12",28230210177060000138650010000079041885067151
7905,1,Emitida,13/02/2023,Venda dentro do estado,Ao Consumidor,,"79,17",28230210177060000138650010000079051584528432
7906,1,Emitida,13/02/2023,Venda dentro do estado,Ao Consumidor,,"47,61",28230210177060000138650010000079061050140472
7907,1,Emitida,14/02/2023,Venda dentro do estado,Ao Consumidor,,"116,83",28230210177060000138650010000079071483303936
7908,1,Emitida,14/02/2023,Venda dentro do estado,Ao Consumidor,,"102,16",28230210177060000138650010000079081918387396
7909,1,Emitida,14/02/2023,Venda dentro do estado,Ao Consumidor,,"66,92",28230210177060000138650010000079091610228207
7910,1,Emitida,14/02/2023,Venda dentro do estado,Ao Consumidor,,"692,64",28230210177060000138650010000079101985681398
7911,1,Emitida,15/02/2023,Venda dentro do estado,Ao Consumidor,,"103,92",28230210177060000138650010000079111544870854
7912,1,Emitida,15/02/2023,Venda dentro do estado,Ao Consumidor,,"154,55",28230210177060000138650010000079121072900116
7913,1,Emitida,16/02/2023,Venda dentro do estado,Ao Consumidor,,"66,11",28230210177060000138650010000079131396631789
7914,1,Emitida,16/02/2023,Venda dentro do estado,Ao Consumidor,,"177,62",28230210177060000138650010000079141982438645
7915,1,Emitida,16/02/2023,Venda dentro do estado,Ao Consumidor,,"173,81",28230210177060000138650010000079151549340020
7916,1,Emitida,16/02/2023,Venda dentro do estado,Ao Consumidor,,"134,12",28230210177060000138650010000079161084905915
7917,1,Emitida,17/02/2023,Venda dentro do estado,Ao Consumidor,,"86,1",28230210177060000138650010000079171385379934
7918,1,Emitida,17/02/2023,Venda dentro do estado,Ao Consumidor,,"50,19",28230210177060000138650010000079181946077351
7919,1,Emitida,17/02/2023,Venda dentro do estado,Ao Consumidor,,"133,28",28230210177060000138650010000079191520843049
7920,1,Emitida,18/02/2023,Venda dentro do estado,Ao Consumidor,,"101,08",28230210177060000138650010000079201840996254
7921,1,Emitida,18/02/2023,Venda dentro do estado,Ao Consumidor,,"84,21",28230210177060000138650010000079211626389633
7922,1,Emitida,20/02/2023,Venda dentro do estado,Ao Consumidor,,"95,76",28230210177060000138650010000079221224384464
7923,1,Emitida,20/02/2023,Venda dentro do estado,Ao Consumidor,,"66,64",28230210177060000138650010000079231306362542
7924,1,Emitida,20/02/2023,Venda dentro do estado,Ao Consumidor,,"68,04",28230210177060000138650010000079241814991177
7925,1,Emitida,20/02/2023,Venda dentro do estado,Ao Consumidor,,"50,68",28230210177060000138650010000079251655099507
7926,1,Emitida,22/02/2023,Venda dentro do estado,Ao Consumidor,,"92,33",28230210177060000138650010000079261245557685
7927,1,Emitida,22/02/2023,Venda dentro do estado,Ao Consumidor,,"69,37",28230210177060000138650010000079271288366579
7928,1,Emitida,23/02/2023,Venda dentro do estado,Ao Consumidor,,"143,5",28230210177060000138650010000079281847998978
7929,1,Emitida,23/02/2023,Venda dentro do estado,Ao Consumidor,,"104,4",28230210177060000138650010000079291680121056
7930,1,Emitida,23/02/2023,Venda dentro do estado,Ao Consumidor,,"107,1",28230210177060000138650010000079301806049791
7931,1,Emitida,23/02/2023,Venda dentro do estado,Ao Consumidor,,"110,67",28230210177060000138650010000079311724006883
7932,1,Emitida,24/02/2023,Venda dentro do estado,Ao Consumidor,,136,28230210177060000138650010000079321127190126
7933,1,Emitida,24/02/2023,Venda dentro do estado,Ao Consumidor,,140,28230210177060000138650010000079331341861440
7934,1,Emitida,25/02/2023,Venda dentro do estado,Ao Consumidor,,"135,24",28230210177060000138650010000079341788061445
7935,1,Emitida,25/02/2023,Venda dentro do estado,Ao Consumidor,,"87,57",28230210177060000138650010000079351745187738
7936,1,Emitida,27/02/2023,Venda dentro do estado,Ao Consumidor,,"55,37",28230210177060000138650010000079361155892368
7937,1,Emitida,27/02/2023,Venda dentro do estado,Ao Consumidor,,"80,85",28230210177060000138650010000079371315848750
7938,1,Emitida,27/02/2023,Venda dentro do estado,Ao Consumidor,,"100,73",28230210177060000138650010000079381750290365
7939,1,Emitida,27/02/2023,Venda dentro do estado,Ao Consumidor,,"76,76",28230210177060000138650010000079391715159042
7940,1,Emitida,27/02/2023,Venda dentro do estado,Ao Consumidor,,"78,54",28230210177060000138650010000079401506589193
7941,1,Emitida,27/02/2023,Venda dentro do estado,Ao Consumidor,,"48,72",28230210177060000138650010000079411963006503
7942,1,Emitida,28/02/2023,Venda dentro do estado,Ao Consumidor,,"94,69",28230210177060000138650010000079421436391319
7943,1,Emitida,28/02/2023,Venda dentro do estado,Ao Consumidor,,"119,45",28230210177060000138650010000079431097052980
7944,1,Emitida,01/03/2023,Venda dentro do estado,Ao Consumidor,,"150,7",28230310177060000138650010000079441525682511
7945,1,Emitida,01/03/2023,Venda dentro do estado,Ao Consumidor,,"33,21",28230310177060000138650010000079451943174489
7946,1,Emitida,01/03/2023,Venda dentro do estado,Ao Consumidor,,"168,66",28230310177060000138650010000079461408534936
7947,1,Emitida,02/03/2023,Venda dentro do estado,Ao Consumidor,,"84,98",28230310177060000138650010000079471123667692
7948,1,Emitida,02/03/2023,Venda dentro do estado,Ao Consumidor,,"111,86",28230310177060000138650010000079481558141152
7949,1,Emitida,02/03/2023,Venda dentro do estado,Ao Consumidor,,"113,19",28230310177060000138650010000079491967768817
7950,1,Emitida,02/03/2023,Venda dentro do estado,Ao Consumidor,,980,28230310177060000138650010000079501596187693
7951,1,Emitida,02/03/2023,Venda dentro do estado,Ao Consumidor,,"91,7",28230310177060000138650010000079511935590859
7952,1,Emitida,03/03/2023,Venda dentro do estado,Ao Consumidor,,"304,36",28230310177060000138650010000079521463383992
7953,1,Emitida,03/03/2023,Venda dentro do estado,Ao Consumidor,,"71,75",28230310177060000138650010000079531006901971
7954,1,Emitida,03/03/2023,Venda dentro do estado,Ao Consumidor,,800,28230310177060000138650010000079541622810029
7955,1,Emitida,04/03/2023,Venda dentro do estado,Ao Consumidor,,"187,83",28230310177060000138650010000079551907742100
7956,1,Emitida,06/03/2023,Venda dentro do estado,Ao Consumidor,,"135,03",28230310177060000138650010000079561443544353
7957,1,Emitida,06/03/2023,Venda dentro do estado,Ao Consumidor,,"107,31",28230310177060000138650010000079571025987664
7958,1,Emitida,06/03/2023,Venda dentro do estado,Ao Consumidor,,"213,93",28230310177060000138650010000079581585587146
7959,1,Emitida,07/03/2023,Venda dentro do estado,Ao Consumidor,,"91,98",28230310177060000138650010000079591878139683
7960,1,Emitida,07/03/2023,Venda dentro do estado,Ao Consumidor,,"99,54",28230310177060000138650010000079601701827339
7961,1,Emitida,07/03/2023,Venda dentro do estado,Ao Consumidor,,"76,12",28230310177060000138650010000079611768263469
7962,1,Emitida,08/03/2023,Venda dentro do estado,Ao Consumidor,,"88,13",28230310177060000138650010000079621366494412
7963,1,Emitida,08/03/2023,Venda dentro do estado,Ao Consumidor,,"3262,51",28230310177060000138650010000079631167429731
7964,1,Emitida,08/03/2023,Venda dentro do estado,Ao Consumidor,,"59,22",28230310177060000138650010000079641704452815
7965,1,Emitida,09/03/2023,Venda dentro do estado,Ao Consumidor,,"242,58",28230310177060000138650010000079651762933194
7966,1,Emitida,09/03/2023,Venda dentro do estado,Ao Consumidor,,"114,59",28230310177060000138650010000079661353155028
7967,1,Emitida,10/03/2023,Venda dentro do estado,Ao Consumidor,,"104,86",28230310177060000138650010000079671177591867
7968,1,Emitida,10/03/2023,Venda dentro do estado,Ao Consumidor,,"154,58",28230310177060000138650010000079681738321259
7969,1,Emitida,10/03/2023,Venda dentro do estado,Ao Consumidor,,"81,76",28230310177060000138650010000079691789059230
7970,1,Emitida,11/03/2023,Venda dentro do estado,Ao Consumidor,,"148,07",28230310177060000138650010000079701667124616
7971,1,Emitida,11/03/2023,Venda dentro do estado,Ao Consumidor,,"96,74",28230310177060000138650010000079711866124451
7972,1,Emitida,11/03/2023,Venda dentro do estado,Ao Consumidor,,"116,37",28230310177060000138650010000079721269056330
7973,1,Emitida,11/03/2023,Venda dentro do estado,Ao Consumidor,,"220,32",28230310177060000138650010000079731202684905
7974,1,Emitida,13/03/2023,Venda dentro do estado,Ao Consumidor,,"124,25",28230310177060000138650010000079741677279115
7975,1,Emitida,13/03/2023,Venda dentro do estado,Ao Consumidor,,"109,76",28230310177060000138650010000079751852777457
7976,1,Emitida,14/03/2023,Venda dentro do estado,Ao Consumidor,,"123,62",28230310177060000138650010000079761263733673
7977,1,Emitida,14/03/2023,Venda dentro do estado,Ao Consumidor,,"111,79",28230310177060000138650010000079771205318011
7978,1,Emitida,14/03/2023,Venda dentro do estado,Ao Consumidor,,"69,16",28230310177060000138650010000079781640368679
7979,1,Emitida,15/03/2023,Venda dentro do estado,Ao Consumidor,,"118,3",28230310177060000138650010000079791823853255
7980,1,Emitida,15/03/2023,Venda dentro do estado,Ao Consumidor,,"92,58",28230310177060000138650010000079801177098925
7981,1,Emitida,16/03/2023,Venda dentro do estado,Ao Consumidor,,"44,24",28230310177060000138650010000079811352686840
7982,1,Emitida,16/03/2023,Venda dentro do estado,Ao Consumidor,,"111,51",28230310177060000138650010000079821762497387
7983,1,Emitida,16/03/2023,Venda dentro do estado,Ao Consumidor,,"74,33",28230310177060000138650010000079831703927475
7984,1,Emitida,17/03/2023,Venda dentro do estado,Ao Consumidor,,"156,76",28230310177060000138650010000079841164086736
7985,1,Emitida,17/03/2023,Venda dentro do estado,Ao Consumidor,,"72,8",28230310177060000138650010000079851362993290
7986,1,Emitida,18/03/2023,Venda dentro do estado,Ao Consumidor,,"123,76",28230310177060000138650010000079861764733753
7987,1,Emitida,20/03/2023,Venda dentro do estado,Ao Consumidor,,"122,37",28230310177060000138650010000079871698512895
7988,1,Emitida,20/03/2023,Venda dentro do estado,Ao Consumidor,,"126,46",28230310177060000138650010000079881139370468
7989,1,Emitida,20/03/2023,Venda dentro do estado,Ao Consumidor,,"111,26",28230310177060000138650010000079891330656556
7990,1,Emitida,20/03/2023,Venda dentro do estado,Ao Consumidor,,"85,19",28230310177060000138650010000079901204727912
7991,1,Emitida,20/03/2023,Venda dentro do estado,Ao Consumidor,,294,28230310177060000138650010000079911263362655
7992,1,Emitida,20/03/2023,Venda dentro do estado,Ao Consumidor,,"29,26",28230310177060000138650010000079921852374035
7993,1,Emitida,21/03/2023,Venda dentro do estado,Ao Consumidor,,"58,8",28230310177060000138650010000079931676721383
7994,1,Emitida,21/03/2023,Venda dentro do estado,Ao Consumidor,,"93,8",28230310177060000138650010000079941199305716
7995,1,Emitida,21/03/2023,Venda dentro do estado,Ao Consumidor,,2375,28230310177060000138650010000079951265591405
7996,1,Emitida,21/03/2023,Venda dentro do estado,Ao Consumidor,,"105,1",28230310177060000138650010000079961862688090
7997,1,Emitida,21/03/2023,Venda dentro do estado,Ao Consumidor,,210,28230310177060000138650010000079971663716822
7998,1,Emitida,22/03/2023,Venda dentro do estado,Ao Consumidor,,"128,66",28230310177060000138650010000079981228786186
7999,1,Emitida,22/03/2023,Venda dentro do estado,Ao Consumidor,,"50,75",28230310177060000138650010000079991302936201
8000,1,Emitida,23/03/2023,Venda dentro do estado,Ao Consumidor,,"63,63",28230310177060000138650010000080001694625737
8001,1,Emitida,23/03/2023,Venda dentro do estado,Ao Consumidor,,"127,08",28230310177060000138650010000080011768865237
8002,1,Emitida,23/03/2023,Venda dentro do estado,Ao Consumidor,,"3232,32",28230310177060000138650010000080021359048965
8003,1,Emitida,24/03/2023,Venda dentro do estado,Ao Consumidor,,"72,38",28230310177060000138650010000080031167787643
8004,1,Emitida,24/03/2023,Venda dentro do estado,Ao Consumidor,,"100,8",28230310177060000138650010000080041707751756
8005,1,Emitida,24/03/2023,Venda dentro do estado,Ao Consumidor,,"95,06",28230310177060000138650010000080051758428763
8006,1,Emitida,24/03/2023,Venda dentro do estado,Ao Consumidor,,"51,55",28230310177060000138650010000080061356697813
8007,1,Emitida,25/03/2023,Venda dentro do estado,Ao Consumidor,,"91,07",28230310177060000138650010000080071173331299
8008,1,Emitida,25/03/2023,Venda dentro do estado,Ao Consumidor,,"103,41",28230310177060000138650010000080081736744516
8009,1,Emitida,25/03/2023,Venda dentro do estado,Ao Consumidor,,"115,43",28230310177060000138650010000080091795285856
8010,1,Emitida,27/03/2023,Venda dentro do estado,Ao Consumidor,,"109,48",28230310177060000138650010000080101667482544
8011,1,Emitida,27/03/2023,Venda dentro do estado,Ao Consumidor,,"59,15",28230310177060000138650010000080111858679030
8012,1,Emitida,27/03/2023,Venda dentro do estado,Ao Consumidor,,"43,4",28230310177060000138650010000080121269658124
8013,1,Emitida,28/03/2023,Venda dentro do estado,Ao Consumidor,,"86,78",28230310177060000138650010000080131195483340
8014,1,Emitida,28/03/2023,Venda dentro do estado,Ao Consumidor,,"68,81",28230310177060000138650010000080141673018578
8015,1,Emitida,28/03/2023,Venda dentro do estado,Ao Consumidor,,"74,55",28230310177060000138650010000080151856320262
8016,1,Emitida,29/03/2023,Venda dentro do estado,Ao Consumidor,,"115,39",28230310177060000138650010000080161259229289
8017,1,Emitida,29/03/2023,Venda dentro do estado,Ao Consumidor,,"123,02",28230310177060000138650010000080171208616975
8018,1,Emitida,30/03/2023,Venda dentro do estado,Ao Consumidor,,"164,67",28230310177060000138650010000080181646839174
8019,1,Emitida,30/03/2023,Venda dentro do estado,Ao Consumidor,,"172,09",28230310177060000138650010000080191822520390
8020,1,Emitida,30/03/2023,Venda dentro do estado,Ao Consumidor,,"82,25",28230310177060000138650010000080201500363025
8021,1,Emitida,30/03/2023,Venda dentro do estado,Ao Consumidor,,"26,39",28230310177060000138650010000080211964583691
8022,1,Emitida,03/04/2023,Venda dentro do estado,Ao Consumidor,,"61,18",28230410177060000138650010000080221429921286
8023,1,Emitida,03/04/2023,Venda dentro do estado,Ao Consumidor,,"75,67",28230410177060000138650010000080231098386319
8024,1,Emitida,03/04/2023,Venda dentro do estado,Ao Consumidor,,"116,69",28230410177060000138650010000080241528006025
8025,1,Emitida,03/04/2023,Venda dentro do estado,Ao Consumidor,,"102,27",28230410177060000138650010000080251937694634
8026,1,Emitida,03/04/2023,Venda dentro do estado,Ao Consumidor,,"89,74",28230410177060000138650010000080261411102312
8027,1,Emitida,03/04/2023,Venda dentro do estado,Ao Consumidor,,"103,18",28230410177060000138650010000080271118431704
8028,1,Emitida,03/04/2023,Venda dentro do estado,Ao Consumidor,,"122,15",28230410177060000138650010000080281557539841
8029,1,Emitida,03/04/2023,Venda dentro do estado,Ao Consumidor,,"568,47",28230410177060000138650010000080291974970851
8030,1,Emitida,03/04/2023,Venda dentro do estado,Ao Consumidor,,"95,55",28230410177060000138650010000080301597521054
8031,1,Emitida,03/04/2023,Venda dentro do estado,Ao Consumidor,,"118,26",28230410177060000138650010000080311929120869
8032,1,Emitida,03/04/2023,Venda dentro do estado,Ao Consumidor,,"163,73",28230410177060000138650010000080321464961201
8033,1,Emitida,03/04/2023,Venda dentro do estado,Ao Consumidor,,"119,07",28230410177060000138650010000080331000675828
8034,1,Emitida,04/04/2023,Venda dentro do estado,Ao Consumidor,,"198,43",28230410177060000138650010000080341617574068
8035,1,Emitida,04/04/2023,Venda dentro do estado,Ao Consumidor,,"105,87",28230410177060000138650010000080351910309507
8036,1,Emitida,04/04/2023,Venda dentro do estado,Ao Consumidor,,"173,18",28230410177060000138650010000080361438064540
8037,1,Emitida,05/04/2023,Venda dentro do estado,Ao Consumidor,,"170,21",28230410177060000138650010000080371028311200
8038,1,Emitida,05/04/2023,Venda dentro do estado,Ao Consumidor,,"84,56",28230410177060000138650010000080381593033070
8039,1,Emitida,06/04/2023,Venda dentro do estado,Ao Consumidor,,"99,44",28230410177060000138650010000080391877782252
8040,1,Emitida,06/04/2023,Venda dentro do estado,Ao Consumidor,,"68,25",28230410177060000138650010000080401836491823
